Labels,URLs
legitimate,http://notjustalabel.com/
phishing,http://shopvitri.com/sars_confg/sca.infe/pages/capitec/index4.php
legitimate,http://www.gugging.at/de/besuch/programm/offene-kreativwerkstatt/2-gruselwerkstatt
legitimate,https://www.crowdtangle.com/resources/video/166550540/how-to-edit-and-customize-live-displays
legitimate,https://globoforce.com/news/press-releases/globoforce-survey-finds-peer-relationships-with-colleagues-are-critical-to-modern-work-experience
legitimate,https://www.fluid.com/blog/tag/cyber-monday
phishing,http://www.newms.ge/gallery/Alibaba.com/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php?email=abuse@bjydq.com.cn
phishing,http://pegasusroyalfencingclub.com/wp-includes/widgets/realtor/auth/view/share/
legitimate,https://www.aana.com/testimonials/bruce-a.-schoneboom
phishing,http://187.109.161.113/polycom/
legitimate,https://vapingdaily.com/vaporizers/wispr-vaporizer-review/
legitimate,https://www.feliway.com/br/blog/beneficios-a-longo-prazo-com-o-uso-de-feliway-5-mudancas-que-voce-vera-em-seu-gato-depois-de-introduzir-feliway
legitimate,https://signalprocessingsociety.org/about-sps/governance/policy-procedure/part-1/
legitimate,http://www.gdc-uk.org/pages/gdcsearchresults.aspx?regnumber=60296
legitimate,http://potomacriveryachtclubs.org/
legitimate,http://www.motorhomebodyrepairs.co.uk/motorhome-holidays/fees-to-consider-when-you-take-a-leisurely-break-in-a-motorhome/
phishing,http://miwebcombank.session-39221.mibank.com.techs.ec/Nubi/custform.aspx
phishing,http://www.ahmetefendievi.com/cache/us.paypal.com/40ffd850c0ab62eecfb6cb49b6a479a9/
phishing,http://affdfdvnlkdvd.altervista.org/dsgfdhf.html
legitimate,http://www.bnet.com/blog/food-industry/how-much-do-cattle-ranchers-hate-the-humane-society-just-ask-yellow-tail-wine/255
phishing,http://wauchuladental.com/beta/Templates/payment/Amazon/Billing_Center/login.php
phishing,http://www.gay4str8.com/css/paypal/account/activation/center/paypal.com
legitimate,https://www.booksinc.net/book/9780231189569
legitimate,https://trigger.io/docs/current/recipes/integrations/modal.html
legitimate,http://www.littlered.es/2014/12/wishlist-50.html
legitimate,https://ifworlddesignguide.com/entry/90205-unisex-slim-e-bike
legitimate,https://sqlquantumleap.com/2018/10/30/sqlclr-vs-sql-server-2017-part-9-does-permission_set-still-matter-or-is-everything-now-unsafe/?share=tumblr
phishing,http://salisburybeachinfo.com/dev/s4575234bf50558892/Lo-gn108/cmd=_login-submit&dispatch=hs795u3/cd66e84/home.htm?cmd=_login-submit&dispatch=53785h0a13c0db1f8e26f04d34b4bf5056875491
phishing,http://feriastuga.com/34778699.postbank.de/rai/login
phishing,http://christourconerstone.org/Scripts/file1:/PayPal.fr/PayPal.fr/
phishing,http://rapitiendavirtual.com/plugins/system/acesso/uol/index.php?cli=Cliente&/dI24UkF6SZ/lzESl2wiBH-Cad
legitimate,http://www.garanti.com.tr/assets/pdf/tr/garantiden_haberler/rygyo_izahname.pdf
legitimate,http://web2py.com/init/default/usergroups
legitimate,https://www.friendbuy.com/case-study/intuit/
legitimate,https://www.stockfreeimages.com/7723109/dvd.html
phishing,"http://oldsite.maximumsuccess.co.il/sure/gozypage/chines/fa307f60edce76146986e974bf187b1f/?email=muhammad.xz.shahzad@ericsson.com&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt"
legitimate,http://www.johnisfit.com/2012/07/31/manage-stress-and-lose-weight/
phishing,http://koinoniaventures.net/includes/Archive/cy.htm
phishing,http://ssigniisadwdiwdoias.pochta.ru/italiaasdhahduaiuiwbfbasfa8w7jafasfbakfjafaiuuywuyfasafsagfgdsaa
legitimate,https://www.smurfitkappa.com/vhome/com/investors/shareinformation/analystcoverage/pages/default.aspx
phishing,http://alert-page-disabled.tk/?reconfirm=login
legitimate,https://www.bfn.de/themen/biologische-vielfalt/veranstaltungen/tagung-fuer-nachwuchs-wissenschaftler.html
phishing,http://www.pay-pal2009.siteburg.com/www.PayPal.Com22/webscrcmd=_login-done&login_access=1190737782.htm
phishing,http://173.254.61.63/~puntosla/litige/www.paypal.fr.resoudre.limits.online.limited.cgi-bin.webscr.cmd-3c0db1f8e.263663d3f/connexion/index.php
phishing,http://www.rejcelrej.com/~asupply/https-signin-ebay.co.uk/?wsebayisapidllsigninruhttpaffwwwebaycom2f
legitimate,http://www.1amsf.com/jisla/canada-prescriptions/
legitimate,http://trackthis1337.com/c/93ca5d34eac6502b?srv=1&proj=apr2018-nl-nonx&domain=smhoeren.nl&kw=&tmpl=duits-over_millenniumfinance.wordpress.com_3z4y2n0g4m4
legitimate,https://www.henryschein.com/us-en/dental/home.aspx?cm_mmc=dental-_-linkingagreement-_-20180529-_-kydentsch&utm_source=dental&utm_medium=linkingagreement&utm_campaign=20180529&utm_term=kydentsch
legitimate,https://www.knoll.com/design-plan/planning/revolution-workplace
legitimate,https://www.suhrkamp.de/alle_titel_297.html?al_filter_2=&tl_s=&tl_rls=&tl_rh=&tl_srh=&tl_eg=&tl_vlg=esv1&tl_order=a&tl_sort=1&tl_filter=d&tl_view=cover_list&tl_th=238
legitimate,http://www.centerforlayministries.org/
legitimate,http://www.pcinpact.com/actu/news/les_rfid_un_reseau_de_surveillance_citoyen_.htm
legitimate,http://www.sc4k.org/programs
legitimate,https://www.udea.edu.co/wps/portal/udea/web/inicio/institucional/unidades-academicas/escuelas/interamericana-bibliotecologia/encuentro/!ut/p/z0/04_sj9cpykssy0xplmnmz0vmafijo8zi_qjnxq2nna183p0dzqwclvycgoz9ztznqk31c7idfqhnd_yw/?1dmy&%0aurile=wcm%3apath%3a/portaludea/asportaludea/ashomeudea/asinstitucional/unidades-academicas/asescuelas/interamericana+de+bibliotecolog%21c3%21ada/xi-encuentro-edicic/contenido/asmenulateral/contacto
phishing,http://www.garotasmododeusar.com.br/~dbswebc/paypal.fr/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365fecf3d771f04998cc1334bec34f1a78cfecf3d771f04998cc1334bec34f1a78c
legitimate,http://www.shcp.gob.mx/salaprensa/doc_discurso_funcionarios/secretarioshcp/jamk_aprobacion_paquete_economico_16112011.pdf
phishing,http://nomadebay-buyitnow.xf.decenturl.com/ebay-motors-2007-skyline
legitimate,https://www.wetafx.co.nz/films/in-production/game-of-thrones-season-8/
phishing,http://cawcc.in/OT/OurTime/ourtime.html
legitimate,https://www.siteground.es/index.htm?afcode=52116566b1744d5110a1f49a14726742
phishing,https://info4771187ccvf.000webhostapp.com/recovery-chekpoint-login.html
phishing,http://www.choups.com/agf/www.paypal.co.uk/
phishing,http://211.33.217.207/sc/info.asp
phishing,http://adwokat-grimm.pl/2349872397498754/1/new/
legitimate,https://www.postindependent.com/news/local/morgridge-commons-offers-first-of-its-kind-space/
phishing,http://faceebook.com.accounts.login.userida0xpm6tj.youmegaclone.com/fbc/index.php
legitimate,https://www.bemergroup.com
legitimate,https://crestaproject.com/demo/croccante-pro/?author=1
legitimate,https://www.perthnow.com.au/sport/rugby-league/2018-nrl-nudie-run-watch-time-running-out-for-tryless-stars-ng-f4fbfc5047f340144458038f091294bb
phishing,http://bit.ly/LK00x0
legitimate,https://www.nic.ad.jp/ja/topics/2001/20010403-01.html
legitimate,https://www.french-insurance.com/winter-prevention-top-tips/
phishing,http://www.atibrasil.com.br/itoken/carregando1.php
phishing,http://www.portalsaudequantum.com.br/wp-content/plugins/easy-columns/msn-update.verify.signing/5e070919beccc180b406c7049b893a09/wsignin-auth.default-live-h64873QQP653aDp765423828763526DasQy.html
legitimate,https://www.emusician.com/misc/using-cakewalk-sonar-85s-bass-strip-sonar-85-has-a-secret-bass-processing-stripheres-how-to-use-it
phishing,http://hiroba.dqx.jp.sc.gyqia.com/account/app/svc/login.html??msg=invalidonlineidexception&action=billing_login=true=&id=&logon=&lpolbreseterrorcounter=0l=&ref=
phishing,http://clientform.ref61635775.bbt.com.potreit.cn/clients/data/proc.jsp
phishing,http://w3.yuchengtech.com/photo2/cgicom/
phishing,http://174.37.143.16/www.paypal.com.cgi-bin.webscr.cmd-login.submit.dispatch.ab7e93934bc0dbea8fe628ee663d3f31f85d858ef610a1def892a630e40b7f63/55d271d3270aefc6a76e13efc6d60218
phishing,http://chaseonline.chase.com.id017.at/Secure/webform/OSL.aspx?LOB=178997181490884114387130729196135127526962281132820909200769832214
legitimate,http://kk.org/cooltools/archives/23986
legitimate,http://www.across.or.jp/kindness/join/index.html
phishing,http://paypal.co.worldwide.cgi-bin.webscr.cmd-login-submit.service.nikolpolyna.gr/dd/f9652b42e9cc43c44a2f4c39a2413690/web
phishing,http://unitedpettransports.safewebshop.com/e-gold.htm
legitimate,https://www.dentalboard.gov.au/news/newsletters/may-2017.aspx
phishing,http://aaalandscaping.com/components/com_smartformer/files/account.verification/PP/?amp;amp;cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=0785373528fd189d6152c25f0c8dfdb2
legitimate,https://www.kentico.com/customers/customer-projects/impressions-15665
legitimate,http://www.accessdevelopment.com/?hslang=en-us
legitimate,https://www.ozon.travel/routes/flight/santa-ana--sna/salt-lake-city--slc/
legitimate,https://www.holley.com/products/accessories/gauges_and_gauge_accessories/parts/991274erl
phishing,http://jwebsoft.net/Verify/securedpage/update.php
legitimate,http://www.rowmanlittlefield.com/catalog/singlebook.shtml?command=search&db=%5edb/catalog.db&eqskudata=0742537447&thepassedurl=%5bthepassedurl
legitimate,https://eigenhuis.nl/huis-kopen/nieuwbouw/opleveringskeuring
phishing,http://freepacc.tripod.com/
legitimate,https://esns.nl/shame-get-record-number-of-festival-bookings-with-etep/
legitimate,https://www.nine.com.au/quizzical/190201-oxford-english-dictionary/5619bcf7-3f7a-47c1-ae6c-66bc4d2d3de6
legitimate,https://smartraveller.gov.au/zw-cgi/view/advice/brunei
legitimate,https://www.confused.com/car-insurance/supercar-sound-battle
legitimate,https://hail2u.net/blog/misc/dreaming-20160402.html
legitimate,http://www.farodevigo.es/gran-vigo/2015/10/01/escuderia-uvigo-amplia-dia-2/1323538.html?utm_medium=rss
phishing,http://service-forums-runescape-6543543754370.tk/
phishing,http://aoz139.internetdsl.tpnet.pl/.secure.PayPal.com/
phishing,http://us.battle.net.ok.wwweb.asia/login/en/login.html?app=wam&ref
phishing,http://chase.com.online.verification2013.clients02.aodsiaosn.community-jpmorgancustomers.alert.doorspanel.gr/Logon.php?LOB=RBGLogon
legitimate,https://www.e2msolutions.com/blog/
legitimate,https://www.top-ix.org/it/streaming/
phishing,http://www.americanexpress.com.1srv.tk/myca/form/serverstack/action?request_type=756106174647127763848173625245389117878775416882303868720
phishing,http://xanadugoldens.com/SpryAssets/moredogs/Yahoo-2014/yinput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=
legitimate,https://www.mabs.ie/en/abhaile/abhaile_case_studies/abhaile_cs_johnmary.html
phishing,http://woddyshux.altervista.org/aol/AOL.htm
phishing,http://elixtonhotel.no-ip.biz/
phishing,http://ageukwyreforest.org.uk/images/Data/3f6fd9d35956ecc813e7984fcac18295
legitimate,http://www.itemis.de/yakindu
phishing,http://kingslandcandle.com/Adobe67/Adobe/Adobe/doc
phishing,http://www.nnvolga.ru/language/usaaaaa/secure-login/usaa.com/inet/ent/_/css/pin.php
legitimate,https://www.lekker-energie.de/
phishing,http://jason-panel.info/var/
legitimate,http://www.epeople.go.kr/jsp/user/frame/pc/cvreq/upccvreqform.jsp?anc_code=1192000&channel=1192136&menu_code=pc001
legitimate,https://www.hseni.gov.uk/articles/trade-union-representatives-and-health-and-safety-legislation
legitimate,https://payanyway.ru/info/w/en/public/w/partnership/demo/var1.html
phishing,http://service-paypal-information.gtllc.com/SERVICE/fwi7ocnunlt4p6jwwvyzvpkcjma8amqf9ydo1r8e3s9ioj4b5s1q8bthntgo/
legitimate,https://www.aij.or.jp/jpn/touron/2gou/jihyou003.html
legitimate,http://imageafter.com/image.php?image=b10mechanics009.jpg
legitimate,https://www.wpxi.com/news/device-that-delivers-heroin-overdose-reversal-drug-recalled/464834152
phishing,http://bgexamboard.com/fckeditor/
legitimate,http://www.env.go.jp/council/06earth/y060-115a.html
phishing,http://ellizer21.5gbfreehost.com/robertson/Account/Shilleder/Update/
legitimate,https://www.zaikei.co.jp/news/tag/yuuryouroujinhome/
legitimate,https://contrast.co/apps/
phishing,http://atualizarsantander2013.yzi.me/index.html
legitimate,https://www.lytics.com/integrations/intercom
phishing,http://www.resolution-sign-in.com/webapps/45d58/websrc
phishing,http://mooksrrhh.com/Wells/
phishing,http://instagram-coms.ru/
phishing,http://www.mig.se/administrator/modules/mod_status/tmpl/fr%20loigin/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/
legitimate,http://www.blogdrives.com/nurulhija/
legitimate,https://www.monki.com/en_dkk/accessories/bags%2c-wallets-belts/product.card-case-silver.0454329013.html
legitimate,https://mask-arade.com/rocks-personalised-fathers-day-mug/
legitimate,https://spunout.ie/life/article/a-z-of-sexual-orientation
phishing,https://pattieanneusa.000webhostapp.com/index.php
phishing,http://360shopfitters.com.au/wordpress/blogs/media/5c166eef17a7465330457d3925a92d1f/
phishing,http://rotulosvillalba.com/includes/cgi/paypal.co.uk/uk/error_login.html
phishing,http://billing.updating.informations.costumer.number.cgi.bin.webscr.cmd.login.webapps.mpp.home.billing.active.home.us.cgi.bi.home.billing.active.lijloghome.billing.active.lijlog.redealkabrasil.com.br/4ddb1a6de1dc4ec13fdf87b9149a27f5/
legitimate,https://www.responsiblegambling.org/about-rgc/30-years-by-the-numbers
phishing,http://alert.account.security-update.sevenseasoil.com/2864894949847894184/12545484%25595i5268795498p748941/home/
legitimate,http://www.nwff.com.hk/public/getitem.php?lang=zh-hk&id=48908bd1-427d-4d2d-b9db-ee93cc2c92ba&submenu_num=2
phishing,https://gavrillo.co.uk/orj/login.php
legitimate,http://www.cbi.org.uk/events/events/annual-conference/speakers/insight/richard-mckenna/
legitimate,https://www.mddhosting.com/support/knowledgebase/85/multiphp-and-select-php-version
phishing,http://www.justexteriors.ca/hallo/bt%20and%20natwest/index.htm
legitimate,https://www.thefork.it/ristorante+autodromo-nazionale+monza
phishing,http://online.bbt.com.onlineservlet_id190746010.litpro.tk/bbtc
legitimate,https://noas.no/
phishing,http://hkydndfgsfgrhg.hostingsiteforfree.com/
legitimate,http://andyswebtools.com/cgi-bin/p/awtp-home.cgi?d=garibaldi-meucci-museum
legitimate,http://www.coalitionforthehomeless.org/2018/06/
legitimate,https://www.aksam.com.tr/teknoloji/yerli-yazilimcidan-yerli-girisimciye-destek/haber-782293
phishing,http://blattschneiderameisen.org/wp-content/plugins/zt/6730/%21.php?https://cardservices.natwest.com/RBSG_Consumer/Login.do?promoCode=NatWest?k=493214&sconCAN=101215
legitimate,https://www.wctv.tv/content/sports/pittsburgh-tv-employee-fired-after-posting-tom-brady-cheater-graphic-505094902.html
legitimate,http://xanadu.com/xuspviewer.html
legitimate,https://guardiandigital.com/modules/index/list_archives.cgi?list=fedora-selinux&page=0271.html&month=2008-02
legitimate,https://www.autoshowny.com/gallery/cars/subaru-legacy/
legitimate,https://www.artez.nl/agenda?event_directions_nl%5b0%5d=docentenopleiding
legitimate,https://www.plasticsindustry.org/plastics-leadership-summit?utm_source=plasticsindustry.org&utm_medium=banner&utm_campaign=pls2018&utm_term=static&utm_content=300x250
phishing,http://centraldocliente.digitrum.com.br/homolog/708c87acf31fc265ed13c0735c7ec946
phishing,http://chaseonline.chase.com.dlls-to.mn/Secure/webform/OSL.aspx?LOB=903191375510215976402096147301511286252401249415596437706607481
legitimate,https://thelawdictionary.org/p-warranty/
phishing,http://account.guildwars2.com.richardv.co.vu/
legitimate,https://www.londonchamber.co.uk/news/press-releases/pm%e2%80%99s-migration-approach-is-unsettling/
legitimate,https://www.levykauppax.fi/artist/niemela_pauli/
phishing,http://casonamercaderes.com/review/plugins/7638cb33cf72fd81610727b106e37eb3
phishing,http://www.importarmas.com/modules/mod_mostread/login.jsp.htm
phishing,http://wiradasa-abadi.com/components/halifax.co.uk/index.php
legitimate,https://www.apa.org/monitor/2011/11/volunteering.aspx
legitimate,http://www.portalesmedicos.com/web_interes_sanitario/120091.htm
phishing,https://docs.google.com/spreadsheet/viewform?formkey=dENkc1pDZmZ2T05nNjNoc3o2aVpEeGc6MQ
legitimate,https://www.scalyr.com/blog/apache-error-log-detail
legitimate,https://www.schoolmessenger.com/mobilebestpractices/
legitimate,https://clackamas.us/pressreleases/pr20180517a.html
phishing,http://haberfeldm-db-docs.proprint-lb.com/DPBOXE/ASTrO/HUSSEIN/DPBOXF/dpbox/dpbx/
phishing,http://answercenteramerica.com/blog/wp-content/uploads/www.hsbc.co.uk/IBlogin.html
legitimate,https://www.oxford-instruments.com/sc
phishing,http://www.medijobs.in/domainglobals/Screendrop.doc/
legitimate,https://cudo.com.au/make-shopping-for-christmas-a-breeze-with-a-50-spend-in-the-fantasy-garden-amp-gift-shop-only-19-for-50-worth-of-gift-hampers-toys-jewellery
phishing,http://bleachfan271.t35.com/youtube.html
phishing,http://www.clients-ameli-assurance-maladie.com/PortailAS/appmanager/ameliassurane/assure_somtc=true/416f261b5ba86c9a7900f00670a905ea/connexion_compte/sms.php
phishing,http://www.tecnicasdelgoteo.org/templates_c/test/
legitimate,http://www.chunichi.co.jp/article/shizuoka/shizu_area/ichioshi/list/2018/ck2018070102000111.html
legitimate,https://www.plus.hr/blog/2009/10/29/newsletter-or-spam/
legitimate,http://www.alpa.org/home
phishing,http://chaseonline.chase.com.frmid-03.es/Secure/webform/OSL.aspx?LOB=119397435206861998648622408782369
legitimate,https://www.semasio.com/de/nc/en/opt-out
legitimate,https://www.unf.edu/catalog/link/ugeec4207e/
legitimate,http://hecker.org/blosxom/extensionless
phishing,http://www.666net5om54j7apmie.org.ve/cmd-confirm/
phishing,http://appleid-uk-updateinfo-s100.bayviewdesign.com.au/scgi-bin/WebObjects/MyAppleId.woa/wa/directToSignInlocalang%3Den_us/uk/
legitimate,http://www.senate.be/www/?mival=publications/viewpub&coll=h&puid=50333072&tid=50337105&pos=1&lang=fr
phishing,http://www.sveakakel.se/support/support.php?hl=br&answer=48579
legitimate,https://www.shi.com/products/productdetail.aspx?shisystemid=shicommodity&productidentity=35953151&eventid=1402316b-9444-45f1-b371-813ebe25b77e
phishing,http://appleid.apple.co.uk-activate-id-support-infouk-696.sydneyvoicecompany.com.au/scgi-bin/WebObjects/MyAppleId.woa/wa/directToSignInlocalang=en_us/
phishing,http://signin2011.1a42fass52asfg212fag.x10.mx/
phishing,http://pay.pal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3fae8d195a8521001fh10re226663236.energeticpm.com/3c33dd561c4ad23675a69c946b17bd83/paypal.php?cmd=_login-submit&dispatch=5885d80a13c0db1f8e263663d3f251412214233143b6ca6ed6d454adc375ba2d28b99
phishing,http://www.hotwanrnelrt.com/b08609f08b72dec60ae2d944b14f5050
phishing,http://cgi.ebay.com.mertsd.com/ws/eBayISAPI.dll/?cfom=1654728178978605080923730344289119394248253998521638170023382907092609532985610
legitimate,https://joomlathemes.co/natural-joomla-1.5-template-free/
legitimate,http://www.nsk.hr/ismn-obrazac-pravne-osobe/
legitimate,http://www.iino.co.jp/kaiun/estate/index.html
legitimate,http://www.kb.dk/manus/judsam/2010/maj/jsmss/subject748/da/?notbefore=&per_page=30
phishing,https://drive.google.com/file/d/194fCMbDl7OiSkFmeLzaCose88J3kuCea/view?usp=sharing
legitimate,http://www.v3toys.ru/index.php?nid=1294
legitimate,https://www.securetrading.com/2018/09/
legitimate,http://www.vodafone.in/pages/home_upw.aspx?cid=upw
phishing,http://vemicontabil.com.br/img/.notes/mail/view/hbneT6/signon/ginput/index.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=
phishing,http://www.audifonobarato.es/sinfony/
phishing,http://tientrung.vn/.la/pro/?email=abuse@agilent.com
phishing,http://mcwh.org/demo/account.verification.info2012.id8738272.review.com-ref927f982d982/
legitimate,http://www.sikkertrafik.dk/raad-og-viden/i-bil/frakendelse-af-koerekortet
legitimate,https://kienthuc.net.vn/nha-dat/diem-lai-loat-sai-pham-cua-chung-cu-ma-vang-hoa-binh-green-city-1078723.html
phishing,http://login.paypal.com-casepp-5235160.11qnt.info/login.htm
legitimate,https://www.goldmoney.com/research/goldmoney-insights/the-golden-revolution-revisited-chapter-6
legitimate,https://www.discoverlosangeles.com/user/register?destination=flag/flag/bookmarks/247827?destination=node/3031?evdate=2014-05-18&when%5bvalue%5d%5bdate%5d=10/22/2018&token=login
legitimate,https://craigmod.com/about/
phishing,http://newtontree.com/usaasecuritypreference2016/usaasecuritypreference2016/home/
phishing,http://vingtsunkungfu.info/info/bin/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/
legitimate,http://nbi-sems.com/results/64568+63982
phishing,http://www.srseguridad.cl/~abomach/paypalupdate/
phishing,http://cgi.ebay.itm.itemlists.co.uk/contact.php?item=20130226230342
phishing,http://paypal.com.cgi-bin-websc5.b4d80a13c0a2116480.ee0r-cmd-login-submit-dispatch-5885d80a13c0d.b1f8e26366.3d3fae.e89703d295b4.a2116480e.e013d.2d8494db97095.b4d80a13c0a2116480.ee01a0.5c53663.ucakkargothy.net/pp/index.php?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=63855299a3a4d8f05a65b2d85b966e65
legitimate,http://www.mapion.co.jp/m/mapionbb/35.04501965969568_135.1923888847715_10/
legitimate,https://www.building.co.uk/news/greater-london-authority-could-see-budget-cut-investigation-warns/3115485.article
phishing,https://page-adminisator2018.000webhostapp.com/servisce/bayar/set.html
legitimate,http://pwieu.com/click-fqjhbejr-hebqcgo1?bt=25&tl=1
phishing,http://shydroservice.ru/templates/system/html/standardbank4/inet.php
phishing,http://www.stiforpsuperteam.com/wp-includes/js/plupload/LoginLink.action.htm
legitimate,http://www.barelyfitz.com/blog/archives/2006/12/14/496/
legitimate,https://www.firstgroup.com/ukbus/southwest/dorset/timetables/timetable.php?day=1&source_id=2&service=1&routeid=116581&operator=7&source=sp
phishing,http://archi.lu/edit/us-mg6.mail.yahoo.com.htm
phishing,http://businessportal.mibank.mibusinessonlinebanking.g7mg0ub9tr7p0k1.encrypted.encrypted.wlienex.com/subsections.htm?/communitypage/viewcontent/OSL.htm?LOB=4872845861&refer=MG0Ub9Tr7P0k1Qg
legitimate,http://www.vikasswarup.net/books/qaslumdog-millionaire/foreign-editions/
phishing,http://dineforabuck.com/images/banners/Estudar03/cadastro.html
legitimate,https://www.humo.be/tv-reviews
phishing,http://service.paypal.security.confirmation-submit.login.regf154f2144d5f44d1f4d55f4d1f22d44d1d44f1.mentaresearch.com/44f83bafc25f8c78f0bef8aee5fa690f/websc/update.php?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=7c726933fc94a9f8d88e4d07c57d95ca
legitimate,http://www.tradedoubler.com/en/
phishing,http://netspbsstore.com/1f9ff44258f309d25a971a51fbd0db5e/
legitimate,http://www.google.co.bw/
phishing,http://61.28.167.182/nwebmail/%20/gateway.PTARGS.httpBsimislbbeaPT.AccessoRegdigitaPan.jspstartS/redirecting.titolari.cartasi.it/
legitimate,https://www.green-tourism.com/visit/trelawney-guest-house/listing-1219/
phishing,http://domreklam-barnaul.ru/templates/rt_afterburner_j15/frt/asp/bnppf.php
phishing,http://www.material.chula.ac.th/ClayProject/includes/PEAR/sec-fr/Processing.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365fc0092bedc3c561d63655fb777a560c6fc0092bedc3c561d63655fb777a560c6
phishing,http://studioremar.sk/images/farby/e-online-banking/e-online-banking/indexupdatloginlatestbofa.htm
legitimate,http://andre-simon.de/doku/mlock/en/screenshots.php
legitimate,https://www.aacu.org/sites/default/files/files/ild/aac&u%20ilsw%20program.copy_.pdf
legitimate,https://www.naturopathic.org/af_memberdirectory.asp
phishing,http://www.svrohrmoos.at/gaestebuch/signin.ebay/ebayisapi.dll/signin&puserid/
legitimate,https://www.duden.de/rechtschreibung/self_
phishing,http://www.idmsa.apple.com.idmswebauth.login.html.appidkey.af1139274f266b22b68c2a3e7ad932.ribadavia.com/f17d93dab07cc89289babecbeb87d3f2/WebObjects/details.html
legitimate,http://www.hospicefund.ru/tezido/
legitimate,http://www.powazek.com/zoom/log/archive/00000243.shtml
legitimate,http://www.yeswecode.org/all-news.rss
phishing,http://www.fcbarcelona.al/webs/wp-content/plugins/akismet/Atendimento/dados/modulo2.php
legitimate,https://www.pkt.pl/produkty/perfumy-i-wody-m%c4%99skie?eshopid=118&sort=price-ascending
legitimate,https://deliveroo.de/de/menu/cologne/deutz/pizzeria-toscana-koln
phishing,http://www.sandwichfd.org/templates/beez/images/redicts.php
legitimate,https://www.thehansindia.com/posts/index/cinema/2019-02-10/songs-are-pillars-of-a-film-hold-the-storyline-irshad-kamil/491937
phishing,http://jerivanfranklin.com.br/assets/js/soon/8ab3e8dfa19066d244cde05890b0f5e1/verification.php?clicid=13698&default=68fed443cb3d168ffaaa510f21b42147
phishing,http://direct-certs.bankofamerica.com.wrangler3.cn/direct/certpickup.asp?session=149620179538181188319677550048989429386284502756973
phishing,http://72.10.37.107/wp-content/secure/index.htm?ANZ-ProfileID.JF932O264858465
legitimate,"https://www.fh-bielefeld.de/studium/rund-ums-studium/rechtsgrundlagen-und-bekanntmachungen-fuer-studierende?path=1,30,4784,4966,11658,3712"
legitimate,https://www.derbund.ch/wirtschaft/unternehmen-und-konjunktur/heute-bestimmen-emotionen-die-kurse/story/30327487
legitimate,https://sidebar.io/?cat=news&cat=icons
phishing,http://www.instantsalessuccess.com/~vipsec/mpp/f109356fb6fe36b8278e95373bf6349a/index.php
phishing,http://distoss.biz/yfgxvT3auk5qpws88014/xz1uckvp7q5TwsemcNdxDE32802/sdr01/aW5mb0BjYXJ0cmlkZ2VjZW50ZXIuZGUMessage-ID:
phishing,http://www.indianapolis-movers.org/nusoap/ests/libraries/olds/components/com_xmap/assets/hands/oaderkinxandessd4685132xz1xendercssima6fb22fc4b54zingUTF8openidassochandlegbflexopenidclai/components/com_xmap/assets/hands/oaderkinxa/
legitimate,https://www.wassenaar.org/2003plenary/manpads_2003.htm
phishing,http://www.nationalcity-olb.net/olb/
phishing,http://www.lamartona.com.ar/admin/archivosNoticias/DHL/DHLTracking.html
phishing,http://www.dccs.net.au/~weddings/plugins/system/www.paypal.com/profile_information_upgrade/loginpage_business_personal_accounts/paypal.com_psp.files/pppy/m/e/q/p/z/x/j/
legitimate,http://html5test.com/s/e684283d87e14976.html
legitimate,https://www.dognet.sk/tag/atribucny-model/
legitimate,https://www.thebrokentoken.com/browse-by-game/25
legitimate,https://www.fourthsource.com/apps/how-to-pitch-your-idea-and-get-funds-for-your-app-23325
phishing,http://session-74880.nationalcity.com.userpro.io/corporate/onlineservices/TreasuryMgmt/
phishing,http://www.bebomkeyphone.com/bbs/data/LG_a/1131964798/securevalidation/Paypal/costumers/connexion/ssl/_/login/security/
legitimate,https://cssp.org/resource/understandingtheprotectivefactors/
phishing,http://helpmeobiwankenobi.com/paypal%2016-7/webscr.htm
legitimate,http://poweruptoys.com/pages/press-resources
legitimate,https://www.recoveryanswers.org/team/dr-david-eddie/
phishing,http://ww1-tam.com/a6/cadastrofidelidadetam.com.br.htm
phishing,http://jeddah.hooxs.com/
legitimate,https://www.eurotier.com/de/newsroom/
legitimate,https://www.pour-les-personnes-agees.gouv.fr/resultats-annuaire?service=accueil-de-jour
